-0.05474755,-0.04578851,-0.00590819
-0.0546508,-0.04590459,-0.00590819
-0.0546508,-0.04578851,-0.00661915
-0.05493593,-0.04578851,-0.00443115
-0.0546508,-0.04611677,-0.00443115
-0.05512006,-0.04578851,-0.0029541
-0.0546508,-0.04630978,-0.0029541
-0.05520745,-0.04578851,-0.00147705
-0.0546508,-0.04641232,-0.00147705
-0.05528373,-0.04578851,0.0
-0.0546508,-0.04650709,0.0
-0.0553512,-0.04578851,0.00147705
-0.0546508,-0.04659492,0.00147705
-0.05541551,-0.04578851,0.0029541
-0.0546508,-0.04668039,0.0029541
-0.05538167,-0.04578851,0.00443115
-0.0546508,-0.04667505,0.00443115
-0.05533962,-0.04578851,0.00590819
-0.0546508,-0.04665749,0.00590819
-0.0552941,-0.04578851,0.00738524
-0.0546508,-0.04663146,0.00738524
-0.05524725,-0.04578851,0.00886229
-0.0546508,-0.04660247,0.00886229
-0.05508186,-0.04578851,0.01033934
-0.0546508,-0.04642897,0.01033934
-0.05489034,-0.04578851,0.01181639
-0.0546508,-0.04618127,0.01181639
-0.05467803,-0.04578851,0.01329344
-0.0546508,-0.04583829,0.01329344
-0.0546508,-0.04578851,0.01348074
-0.05468445,-0.04431146,-0.00738524
-0.0546508,-0.04473556,-0.00738524
-0.0546508,-0.04431146,-0.007661
-0.05486394,-0.04431146,-0.00590819
-0.05503467,-0.04431146,-0.00443115
-0.05520142,-0.04431146,-0.0029541
-0.05527614,-0.04431146,-0.00147705
-0.05534623,-0.04431146,0.0
-0.05541253,-0.04431146,0.00147705
-0.05547382,-0.04431146,0.0029541
-0.05543914,-0.04431146,0.00443115
-0.0553926,-0.04431146,0.00590819
-0.05534583,-0.04431146,0.00738524
-0.05529421,-0.04431146,0.00886229
-0.05511522,-0.04431146,0.01033934
-0.05488588,-0.04431146,0.01181639
-0.0546508,-0.04470556,0.01329344
-0.0546508,-0.04431146,0.01324025
-0.0546508,-0.04382185,-0.00738524
-0.05478755,-0.04283441,-0.00590819
-0.0546508,-0.04283441,-0.0069441
-0.05496554,-0.04283441,-0.00443115
-0.05512404,-0.04283441,-0.0029541
-0.05520173,-0.04283441,-0.00147705
-0.05527648,-0.04283441,0.0
-0.0553486,-0.04283441,0.00147705
-0.05542126,-0.04283441,0.0029541
-0.05538956,-0.04283441,0.00443115
-0.05534314,-0.04283441,0.00590819
-0.05529098,-0.04283441,0.00738524
-0.05523686,-0.04283441,0.00886229
-0.05504393,-0.04283441,0.01033934
-0.05479561,-0.04283441,0.01181639
-0.0546508,-0.04283441,0.01260643
-0.0546508,-0.04183417,-0.00590819
-0.05478833,-0.04135736,-0.00443115
-0.0546508,-0.04135736,-0.005454
-0.05496927,-0.04135736,-0.0029541
-0.05506242,-0.04135736,-0.00147705
-0.05515226,-0.04135736,0.0
-0.05523908,-0.04135736,0.00147705
-0.05532024,-0.04135736,0.0029541
-0.05528787,-0.04135736,0.00443115
-0.05524406,-0.04135736,0.00590819
-0.05519295,-0.04135736,0.00738524
-0.05513786,-0.04135736,0.00886229
-0.05492155,-0.04135736,0.01033934
-0.0546508,-0.04143143,0.01181639
-0.0546508,-0.04135736,0.01177811
-0.0546508,-0.04065277,-0.00443115
-0.05471162,-0.03988031,-0.0029541
-0.0546508,-0.03988031,-0.00338634
-0.05482722,-0.03988031,-0.00147705
-0.05493734,-0.03988031,-0.0
-0.05504072,-0.03988031,0.00147705
-0.05513645,-0.03988031,0.0029541
-0.05510921,-0.03988031,0.00443115
-0.05506861,-0.03988031,0.00590819
-0.05501859,-0.03988031,0.00738524
-0.0549569,-0.03988031,0.00886229
-0.05471334,-0.03988031,0.01033934
-0.0546508,-0.03988031,0.01062188
-0.05466394,-0.03840327,-0.0029541
-0.0546508,-0.03840327,-0.0030343
-0.05478986,-0.03840327,-0.00147705
-0.05490829,-0.03840327,0.0
-0.05501578,-0.03840327,0.00147705
-0.05511974,-0.03840327,0.0029541
-0.05509648,-0.03840327,0.00443115
-0.05505992,-0.03840327,0.00590819
-0.05500417,-0.03840327,0.00738524
-0.05494349,-0.03840327,0.00886229
-0.05468656,-0.03840327,0.01033934
-0.0546508,-0.03840327,0.01048913
-0.0546508,-0.03808846,-0.0029541
-0.05474317,-0.03692622,-0.00147705
-0.0546508,-0.03692622,-0.00246836
-0.05486906,-0.03692622,0.0
-0.05498766,-0.03692622,0.00147705
-0.05510108,-0.03692622,0.0029541
-0.05507846,-0.03692622,0.00443115
-0.05503192,-0.03692622,0.00590819
-0.05497594,-0.03692622,0.00738524
-0.05491118,-0.03692622,0.00886229
